"ICD10CM","PHECODE","Exl. Phecodes","Excl. Phenotypes"
"M84.534",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.534A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.534D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.534G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.534K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.534K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.534P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.534P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.534S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.539",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.539A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.539D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.539G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.539K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.539K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.539P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.539P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.539S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.54",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.541",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.541A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.541D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.541G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.541K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.541K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.541P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.541P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.541S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.542",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.542A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.542D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.542G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.542K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.542K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.542P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.542P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.542S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.549",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.549A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.549D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.549G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.549K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.549K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.549P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.549P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.549S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.55",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.550",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.550A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.550D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.550G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.550K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.550K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.550P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.550P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.550S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.551",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.551A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.551D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.551G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.551K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.551K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.551P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.551P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.551S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.552",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.552A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.552D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.552G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.552K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.552K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.552P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.552P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.552S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.553",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.553A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.553D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.553G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.553K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.553K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.553P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.553P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.553S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.559",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.559A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.559D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.559G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.559K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.559K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.559P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.559P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.559S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.56",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.561",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.561A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.561D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.561G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.561K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.561K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.561P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.561P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.561S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.562",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.562A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.562D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.562G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.562K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.562K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.562P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.562P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.562S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.563",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.563A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.563D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.563G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.563K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.563K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.563P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.563P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.563S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.564",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.564A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.564D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.564G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.564K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.564K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.564P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.564P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.564S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.569",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.569A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.569D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.569G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.569K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.569K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.569P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.569P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.569S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.57",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.571",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.571A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.571D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.571G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.571K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.571K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.571P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.571P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.571S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.572",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.572A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.572D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.572G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.572K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.572K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.572P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.572P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.572S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.573",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.573A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.573D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.573G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.573K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.573K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.573P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.573P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.573S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.574",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.574A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.574D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.574G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.574K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.574K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.574P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.574P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.574S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.575",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.575A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.575D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.575G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.575K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.575K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.575P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.575P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.575S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.576",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.576A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.576D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.576G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.576K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.576K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.576P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.576P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.576S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.58",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.58XA",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.58XD",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.58XG",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.58XK",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.58XK",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.58XP",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.58XP",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.58XS",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.6",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.60",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.60XA",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.60XD",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.60XG",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.60XK",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.60XK",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.60XP",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.60XP",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.60XS",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.61",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.611",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.611A",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.611D",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.611G",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.611K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.611K",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.611P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"M84.611P",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
"M84.611S",743.2,"743-744.99"," osteopenia, osteoporosis, pathological fractures"
